,query,intent,,
3060,What is the present sum in my savings account?,balance_inquiry,,
3061,Please explain the formal process required for applying for a loan.,loan_inquiry,,
3062,how come my charg not go thru?,transaction_query,,
3063,May I know if any additional steps are required for my loan?,loan_inquiry,,
3064,bank charged me again,fraud_report,,
3065,Could you explain your bridge loan products?,loan_inquiry,,
3066,what?? the latest $$$ oopsie,transaction_query,,
3067,did i qualify 4 ur cc?,credi_card_application,,
3068,"hey, password reset SMS not recvd",password_reset,,
3069,real sketchy charge here,fraud_report,,
3070,Could you please send a password reset code?,password_reset,,
3071,Could you offer guidance on the procedure for submitting a loan application?,loan_inquiry,,
3072,I?? researching loan alternatives??hat do you offer?,loan_inquiry,,
3073,I request the balance of my savings account.,balance_inquiry,,
3074,Could you send me a secure link to reset my password?,password_reset,,
3075,"Do u giv loans, and wot kind?",loan_inquiry,,
3076,Could you tell me the payee for my latest transaction?,transaction_query,,
3077,I would appreciate an update on my savings balance.,balance_inquiry,,
3078,Could you please ensure that I receive an update on my loan application status at your earliest convenience?,loan_inquiry,,
3079,how come my payment?? AWOL?,transaction_query,,
3080,Wot loans do u offer?,loan_inquiry,,
3081,Ur loan packs wot dey?,loan_inquiry,,
3082,What loan facilities do you provide to customers?,loan_inquiry,,
3083,I?? having a crisis??AVINGS BALANCE IMMEDIATELY!,balance_inquiry,,
3084,checks clearin from closed acc??ow?? Fraud!!,fraud_report,,
3085,Someone used my account to generate a counterfeit check.,fraud_report,,
3086,Kindly update me on whether any further action is required on my loan application.,loan_inquiry,,
3087,wait who dis seller??,fraud_report,,
3088,Was the last trans successful or nah?,transaction_query,,
3089,Could you explain the process to apply for an overdraft protection line?,loan_inquiry,,
3090,That check was paid even though funds were insufficient.,fraud_report,,
3091,Was the last transaction executed without trouble?,transaction_query,,
3092,Is there a crisis? WHY CAN?? I GET MY SAVINGS INFO?!,balance_inquiry,,
3093,"Yo, did that last transaction work or was it broken?",transaction_query,,
3094,"WHO?? ""LUXURY LIVING""? I LIVE IN A STUDIO??TOP THIS FRAUD NOW!!",fraud_report,,
3095,fraud alert!!! my card?? bein used in spain??,fraud_report,,
3096,Check my savings NOW?? can?? wait any longer!,balance_inquiry,,
3097,Wot loan system u using?,loan_inquiry,,
3098,"shady popup ??upport available,??skip?",fraud_report,,
3099,Kindly verify if your records indicate that I am eligible for a loan.,loan_inquiry,,
3100,Was the last one legit or did it fail?,transaction_query,,
3101,how much cheddar in my daily acc? halp,balance_inquiry,,
3102,What mortgage options do you provide?,loan_inquiry,,
3103,May I inquire if I qualify for a home equity line of credit?,loan_inquiry,,
3104,May I check if I satisfy the conditions for a small-business loan?,loan_inquiry,,
3105,May I request an eligibility check to determine if I meet your loan criteria?,loan_inquiry,,
3106,show me loan offerings,loan_inquiry,,
3107,"What happened with the last trans, it go fine?",transaction_query,,
3108,"$1,200 TO ""GLOBAL TRAVEL""? I?? AGORAPHOBIC??ET MY MONEY BACK NOW!!",fraud_report,,
3109,u offer any lines of credit?,loan_inquiry,,
3110,how come my $$$ got the boot?,transaction_query,,
3111,check my spend NOW OR ELSE,transaction_query,,
3112,"Show me how 2 get a loan, pls.",loan_inquiry,,
3113,why?? my moolah get rejected?,transaction_query,,
3114,someone?? stealin my $$$??O SOMETHING,fraud_report,,
3115,What business showed up on my last transaction?,transaction_query,,
3116,When was the last payment I made?,transaction_query,,
3117,Would you verify whether I qualify for a commercial real estate loan?,loan_inquiry,,
3118,pls hurry??eed 2 transfer $$$ ASAP!!,password_reset,,
3119,card was in my pocket!,fraud_report,,
3120,pls secure my acc??eset pass immediately,password_reset,,
3121,I would like to understand the current processing status of my loan application.,loan_inquiry,,
3122,"hey, what are the steps 2 apply for a credit card?",credi_card_application,,
3123,hold up i aint in nyc rn,fraud_report,,
3124,is underwritin done on my loan?,loan_inquiry,,
3125,got a credit card I didn?? apply for??cam!!,fraud_report,,
3126,how?? they fake my signature so good?? Scam!!,fraud_report,,
3127,will u approve short-term loan?,loan_inquiry,,
3128,"Somebody swiped my funds, need them back.",fraud_report,,
3129,i feel so scammed ??,fraud_report,,
3130,how much i got? sweats nervously,balance_inquiry,,
3131,"hey, how do i submit a credit card appl?",credi_card_application,,
3132,Can you tell me the date and time of the last time I transacted?,transaction_query,,
3133,There's an unknown transaction on my card ??can you help?,fraud_report,,
3134,pls block the card now,fraud_report,,
3135,May I receive details about your available loans?,loan_inquiry,,
3136,"hi, need to change my pass asap, thx",password_reset,,
3137,Kindly assist me with changing my current password.,password_reset,,
3138,I?? like to know which loans I can apply for.,loan_inquiry,,
3139,do i ring as loan material?,loan_inquiry,,
3140,what's the first step in a credit card appl?,credi_card_application,,
3141,Was the previous transaction done without issues?,transaction_query,,
3142,why?? my payment get turned down?,transaction_query,,
3143,dey b playin w me,fraud_report,,
3144,What?? the next step for my loan application?,loan_inquiry,,
3145,why?? my purchse gettin the side-eye?,transaction_query,,
3146,"What?? the time and date of my last transaction, you got that?",transaction_query,,
3147,how much is present? twiddles thumbs,balance_inquiry,,
3148,"Yo, did that last one work or nah?",transaction_query,,
3149,it?? fraud 100%,fraud_report,,
3150,How do I get a loan from here?,loan_inquiry,,
3151,my online banking?? hacked??ls freeze acc!!,fraud_report,,
3152,DID I ORDER A T-REX SKELETON,transaction_query,,
3153,Was the last transaction completed as expected?,transaction_query,,
3154,Gt conned. Bring bak $$ pronto!,fraud_report,,
3155,how do i reset my pass? forgot it smh,password_reset,,
3156,"hey, how do i jump in on a credit card appl?",credi_card_application,,
3157,double charged for groceries??ls fix!!,fraud_report,,
3158,Any mortgage loan u give?,loan_inquiry,,
3159,"Hey, got any loan deals?",loan_inquiry,,
3160,need to know if my cc is approved,credi_card_application,,
3161,"The last one, all good or problems?",transaction_query,,
3162,Could you provide instructions for a corporate loan application?,loan_inquiry,,
3163,Could you please check if I am eligible for a loan under your current guidelines?,loan_inquiry,,
3164,How do I get on board wit a loan appl?,loan_inquiry,,
3165,Please share your bank?? credit product catalogue.,loan_inquiry,,
3166,Was the previous transaction executed properly?,transaction_query,,
3167,I would like to know the current status of my loan application.,loan_inquiry,,
3168,why?? my pass not workin? pls reset!!,password_reset,,
3169,"hey, what?? happenin with my loan app these days?",loan_inquiry,,
3170,do i check out in da loan setup?,loan_inquiry,,
3171,I suspect a check was duplicated and cashed twice.,fraud_report,,
3172,"Stole cash from me, pls fix this!",fraud_report,,
3173,"password reset ain?? working, help",password_reset,,
3174,Was the last trans completed properly?,transaction_query,,
3175,"Yo, did that last one go through fine?",transaction_query,,
3176,charge from ????????€?XPLAIN PLS,transaction_query,,
3177,atm card eject glitch,fraud_report,,
3178,what?? the damage in my checking? cries,balance_inquiry,,
3179,Can you tell me when my last transaction took place?,transaction_query,,
3180,"yo, check on my loan app stat, please.",loan_inquiry,,
3181,Could you please advise on the process for applying for a loan?,loan_inquiry,,
3182,Do you know when I made my last payment?,transaction_query,,
3183,bro i got charged OD fee,fraud_report,,
3184,wut stage is my loan in?,loan_inquiry,,
3185,What is the current fiscal standing of my savings?,balance_inquiry,,
3186,What are your eligible uses for unsecured business credit?,loan_inquiry,,
3187,"atm gave me credit, then withdrew more",fraud_report,,
3188,Please hold any funds from the suspect check.,fraud_report,,
3189,is phone app possible?,loan_inquiry,,
3190,Please outline your loan documentation checklist.,loan_inquiry,,
3191,Who?? the vendor tied to my latest account activity?,transaction_query,,
3192,wat is this amazon charge? i nevr buy,fraud_report,,
3193,reset my pass or i??l cry??r choice,password_reset,,
3194,your security?? killin me??eset pass!!,password_reset,,
3195,"""You??e wasting time??Y SAVINGS BALANCE, PLEASE!""",balance_inquiry,,
3196,whos charging my card wtf??,fraud_report,,
3197,My account feels wide open to anyone!,fraud_report,,
3198,WHY AM I BEING CHARGED $200 FOR A SUBSCRIPTION I NEVER SIGNED UP FOR? FIX THIS BULLSH*T!,fraud_report,,
3199,what?? that thing i paid 4 yday,transaction_query,,
3200,do i look like a loan pick?,loan_inquiry,,
3201,what?? the beef with my payment?,transaction_query,,
3202,Why is this so hard? CHECK MY SAVINGS RIGHT NOW!,balance_inquiry,,
3203,I?? out of time??AVINGS ACCOUNT TOTAL RIGHT THIS SECOND!,balance_inquiry,,
3204,When was the time I made my last purchase?,transaction_query,,
3205,my recent transction??hat was it??,transaction_query,,
3206,What financing choices exist for medical expenses?,loan_inquiry,,
3207,I?? like to see the status update for my loan.,loan_inquiry,,
3208,weird voice thanks me for payment i didnt do,fraud_report,,
3209,"used atm, acct drained next day",fraud_report,,
3210,Who was the merchant for my most recent charge?,transaction_query,,
3211,what?? up with my loan app doin??,loan_inquiry,,
3212,Can you tell me when I made the last transaction and what time?,transaction_query,,
3213,new pass needed. thx.,password_reset,,
3214,Can you direct me to the appropriate department for assistance with a loan application?,loan_inquiry,,
3215,May I receive details on your automatic approval thresholds?,credi_card_application,,
3216,how do i submit loan app?,loan_inquiry,,
3217,"Yo, was that last one successful or a fail?",transaction_query,,
3218,overdraft freakout,fraud_report,,
3219,scam check from ??RS??€?lmost cashed it!!,fraud_report,,
3220,Can you give me the details on when I made my last transaction?,transaction_query,,
3221,scanned my id??id u get it?,credi_card_application,,
3222,someone?? in my acc??ending $$$ to unknown,fraud_report,,
3223,need a personal loan??ow?,loan_inquiry,,
3224,"$200 AT ""TECH ZONE""? MY PHONE?? CRACKED??HO?? USING MY MONEY??",fraud_report,,
3225,What is the process for applying for a real estate investment loan?,loan_inquiry,,
3226,my transac got rejected??hy bruh?,transaction_query,,
3227,any news on dat loan thing I applied 4?,loan_inquiry,,
3228,why?? they reject my $$$? no idea,transaction_query,,
3229,How d I start wrappin up a loan application?,loan_inquiry,,
3230,Can you describe your renovation loan products?,loan_inquiry,,
3231,"CHARGES TO ""GLOBAL THIEVES""? I?? BROKE??HAT THE HELL IS WRONG WITH YOU??",fraud_report,,
3232,what?? my $ total? fingers crossed,balance_inquiry,,
3233,"hey, where?? my loan app in da works?",loan_inquiry,,
3234,block that merchant??hey??e scammers!!,fraud_report,,
3235,I request the monetary balance of my savings.,balance_inquiry,,
3236,I would appreciate guidance on the proper method for applying for a loan.,loan_inquiry,,
3237,last spend deets???? losin it,transaction_query,,
3238,What do your personal loan interest-rate tiers look like?,loan_inquiry,,
3239,Is there an estimated timeframe for my loan approval?,loan_inquiry,,
3240,Please provide me with information on whether I meet your loan eligibility conditions.,loan_inquiry,,
3241,I?? like to explore your consumer and commercial loan options.,loan_inquiry,,
3242,"hey, check dat loan app of mine??t?? been a while.",loan_inquiry,,
